Age,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Gender_female,Gender_male,Gender_other,no_employees_mid
40,United States,WA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Easy,Yes,Yes,No,No,No,Maybe,No,Yes,False,True,False,1500
43,United States,VA,yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,3
27,United States,WA,no,Yes,Yes,Often,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Difficult,Maybe,No,Yes,Maybe,No,Maybe,No,Yes,True,False,False,1500
37,United States,NJ,no,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,Unknown,Unknown,Easy,Yes,Maybe,No,No,No,Maybe,Maybe,No,True,False,False,63
32,Netherlands,Unknown,yes,No,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Yes,Difficult,Maybe,No,Maybe,Yes,No,Maybe,No,No,False,True,False,3
25,United States,UT,no,Yes,Yes,Often,1-5,No,Yes,No,Yes,No,No,Yes,Easy,Maybe,No,Yes,Yes,No,Maybe,No,No,False,True,False,3
29,Netherlands,Unknown,no,Yes,Yes,Often,1-5,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Difficult,No,Maybe,Yes,Yes,Maybe,No,Yes,No,False,True,False,3
30,United States,TN,no,Yes,Yes,Often,more than 1000,No,No,Yes,No,No,No,Unknown,Difficult,Yes,No,No,No,No,Maybe,No,No,True,False,False,1500
34,Canada,Unknown,no,Yes,Yes,Often,26-100,No,No,Unknown,No,Yes,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,No,Yes,No,True,False,False,63
32,United Kingdom,Unknown,no,Yes,Yes,Sometimes,1-5,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,Maybe,Maybe,Maybe,No,Maybe,No,No,False,True,False,3
37,Germany,Unknown,no,No,No,Sometimes,6-25,No,Yes,Unknown,No,No,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,15
41,Germany,Unknown,no,No,Yes,Sometimes,more than 1000,No,Yes,Unknown,No,No,No,Unknown,Difficult,No,No,Yes,Yes,No,No,Yes,No,False,True,False,1500
38,United States,IN,no,Yes,No,Never,more than 1000,No,No,Yes,Unknown,Yes,Yes,Unknown,Easy,Yes,Maybe,Maybe,No,No,No,No,No,False,True,False,1500
32,United States,IN,no,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Unknown,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,63
28,United States,CA,no,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,Yes,No,True,False,False,300
11,United States,OH,yes,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,Yes,Easy,No,No,Maybe,Maybe,No,Maybe,Yes,No,False,True,False,3
43,United States,TX,no,Yes,No,Never,100-500,No,No,Yes,Yes,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,No,No,False,True,False,300
32,United States,TN,no,Yes,Yes,Often,100-500,No,Yes,No,Yes,No,No,Unknown,Difficult,Yes,No,Yes,Yes,No,Yes,No,No,False,True,False,300
25,United States,WA,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Unknown,Yes,Easy,Yes,No,No,No,No,No,Yes,No,False,True,False,1500
37,United States,UT,no,No,Yes,Sometimes,100-500,No,Yes,Yes,No,No,Yes,Yes,Easy,No,No,No,Yes,No,No,Yes,No,False,True,False,300
36,United States,AL,yes,No,Yes,Sometimes,1-5,No,No,No,Yes,No,No,No,Difficult,No,No,No,No,No,No,No,Yes,False,True,False,3
24,United States,WI,no,Yes,Yes,Rarely,6-25,Yes,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,False,True,False,15
40,United States,WA,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Difficult,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,Yes,False,True,False,1500
29,United States,WI,no,No,No,Sometimes,more than 1000,No,No,Unknown,Unknown,Yes,Unknown,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,1500
43,United States,NY,no,No,No,Never,500-1000,No,Yes,Unknown,No,No,Unknown,Unknown,Easy,No,No,Yes,Maybe,No,No,Yes,No,False,True,False,750
29,United States,NY,no,No,No,Sometimes,6-25,Yes,Yes,Yes,Unknown,No,Yes,Unknown,Easy,Maybe,No,Maybe,Yes,Maybe,Yes,Maybe,No,False,True,False,15
26,United States,OH,no,Yes,No,Sometimes,100-500,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,300
33,Canada,Unknown,yes,Yes,Yes,Often,1-5,Yes,Yes,No,Yes,No,No,No,Difficult,Yes,Yes,No,No,No,Maybe,No,Yes,True,False,False,3
35,United States,WA,no,Yes,No,Sometimes,6-25,Yes,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Yes,Maybe,No,No,Yes,No,True,False,False,15
45,United States,CA,no,No,No,Never,6-25,Yes,Yes,Yes,No,No,No,Unknown,Easy,Yes,Maybe,Maybe,No,No,Maybe,Maybe,No,False,True,False,15
25,United States,SC,no,No,Yes,Rarely,6-25,Yes,Yes,No,Yes,No,Unknown,Unknown,Easy,Maybe,No,No,Maybe,No,Maybe,Maybe,No,False,True,False,15
50,France,Unknown,yes,No,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Yes,No,No,Maybe,No,False,True,False,63
26,Australia,Unknown,no,Yes,Yes,Rarely,26-100,No,Yes,No,No,Unknown,Unknown,Unknown,Easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,False,True,False,63
33,United States,CA,no,No,Yes,Often,more than 1000,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Easy,Yes,No,No,No,No,Maybe,Maybe,No,True,False,False,1500
30,India,Unknown,no,No,No,Often,6-25,No,Yes,No,No,No,No,No,Easy,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,15
33,Croatia,Unknown,no,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Yes,No,Unknown,Yes,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,15
29,France,Unknown,no,No,Yes,Often,6-25,No,Yes,Yes,No,No,No,Yes,Easy,Maybe,Maybe,Yes,Maybe,No,Yes,No,No,False,True,False,15
37,Germany,Unknown,no,No,No,Sometimes,6-25,Yes,Yes,No,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,No,Maybe,Yes,Maybe,No,False,True,False,15
25,United States,MN,no,Yes,Yes,Sometimes,1-5,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Easy,No,No,Yes,Yes,Maybe,Yes,Maybe,No,False,True,False,3
40,United States,WA,no,No,No,Sometimes,more than 1000,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,1500
24,Canada,Unknown,no,No,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Easy,Maybe,No,No,No,No,Maybe,Maybe,Yes,False,True,False,63
40,United Kingdom,Unknown,no,No,Yes,Never,100-500,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Maybe,No,Yes,Maybe,No,Maybe,Maybe,No,False,True,False,300
46,United States,PA,no,Yes,Yes,Sometimes,6-25,No,Yes,Unknown,Yes,No,Unknown,Unknown,Easy,Yes,Maybe,No,Maybe,No,Maybe,Maybe,No,False,True,False,15
38,United States,NY,no,Yes,Yes,Rarely,more than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Yes,No,No,Yes,No,Yes,Maybe,No,False,True,False,1500
34,United States,VT,no,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,Unknown,Easy,Yes,Yes,No,No,No,No,Maybe,No,False,True,False,3
32,United Kingdom,Unknown,yes,No,Yes,Rarely,1-5,No,Yes,No,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,No,Yes,No,Yes,False,True,False,3
44,United Kingdom,Unknown,no,No,Yes,Sometimes,more than 1000,No,No,No,No,No,Yes,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,No,No,False,True,False,1500
33,United Kingdom,Unknown,no,No,Yes,Never,100-500,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,No,No,True,False,False,300
45,United States,MI,no,No,Yes,Rarely,26-100,No,No,Unknown,No,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,Maybe,Maybe,No,True,False,False,63
35,United States,NY,no,No,No,Sometimes,6-25,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Easy,No,No,No,No,No,No,Yes,No,False,True,False,15
26,Germany,Unknown,yes,Yes,Yes,Often,1-5,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Yes,Yes,Maybe,Yes,No,Yes,False,True,False,3
20,United States,NY,no,No,Yes,Sometimes,26-100,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Maybe,Maybe,Maybe,Maybe,No,True,False,False,63
37,Netherlands,Unknown,no,Yes,No,Sometimes,6-25,No,Yes,No,No,No,No,Yes,Easy,Maybe,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,15
28,United States,MI,no,No,No,Sometimes,more than 1000,No,No,Yes,No,No,No,Yes,Easy,Maybe,No,No,No,No,Yes,No,No,False,True,False,1500
42,United States,WA,no,Yes,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Unknown,Easy,Yes,No,Maybe,Maybe,No,Yes,No,No,True,False,False,63
32,United Kingdom,Unknown,no,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,Easy,Maybe,No,No,No,No,No,Maybe,Yes,False,True,False,63
36,United States,TN,no,Yes,Yes,Rarely,more than 1000,Yes,Yes,Yes,Yes,No,No,Yes,Easy,Maybe,Maybe,Maybe,No,No,No,Maybe,No,True,False,False,1500
27,New Zealand,Unknown,no,No,No,Rarely,26-100,No,Yes,No,Yes,No,Yes,No,Difficult,Yes,No,No,No,No,Maybe,No,Yes,False,True,False,63
27,New Zealand,Unknown,no,No,No,Rarely,26-100,No,Yes,No,Yes,No,Yes,No,Difficult,Yes,No,No,No,No,Maybe,No,Yes,False,True,False,63
27,United Kingdom,Unknown,no,No,Yes,Sometimes,more than 1000,No,No,No,No,No,No,Yes,Easy,Maybe,No,Yes,Yes,Maybe,Maybe,No,No,False,True,False,1500
25,United Kingdom,Unknown,no,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Easy,No,No,Maybe,Yes,No,Maybe,Yes,No,False,True,False,63
41,United Kingdom,Unknown,no,Yes,No,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Difficult,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,15
23,Germany,Unknown,no,Yes,Yes,Sometimes,6-25,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,No,No,No,No,Maybe,No,False,True,False,15
21,United Kingdom,Unknown,no,No,Yes,Sometimes,more than 1000,No,No,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,No,Maybe,No,False,True,False,1500
26,Moldova,Unknown,no,No,Yes,Often,26-100,No,Yes,No,Yes,No,No,Yes,Difficult,No,No,Yes,Yes,Yes,Yes,Maybe,No,False,True,False,63
29,Sweden,Unknown,no,No,No,Rarely,more than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,Maybe,No,No,No,Yes,Maybe,Yes,False,True,False,1500
28,Belgium,Unknown,no,No,No,Sometimes,more than 1000,No,No,No,No,No,No,Unknown,Easy,Yes,Maybe,No,No,No,No,Maybe,Yes,False,True,False,1500
27,United Kingdom,Unknown,no,Yes,No,Sometimes,more than 1000,No,No,No,Yes,No,No,Yes,Easy,Maybe,No,No,No,No,Yes,Yes,No,True,False,False,1500
23,Israel,Unknown,no,No,No,Never,more than 1000,No,No,No,Yes,Yes,Yes,Yes,Difficult,No,No,Yes,Yes,No,Yes,Yes,No,False,True,False,1500
26,United States,NY,no,Yes,No,Sometimes,26-100,Yes,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,No,No,No,No,Maybe,No,True,False,False,63
38,United Kingdom,Unknown,no,Yes,Yes,Sometimes,1-5,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,Maybe,Yes,Maybe,No,False,True,False,3
39,United Kingdom,Unknown,no,Yes,Yes,Sometimes,more than 1000,No,No,No,No,No,No,Yes,Easy,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Yes,No,False,True,False,1500
35,United States,IN,no,Yes,Yes,Often,more than 1000,No,No,Yes,Yes,No,Yes,Unknown,Easy,Yes,No,No,Maybe,No,Yes,Maybe,No,False,True,False,1500
32,United States,NC,no,No,No,Rarely,6-25,No,Yes,Yes,Unknown,No,Unknown,Unknown,Easy,Maybe,No,No,Maybe,No,Maybe,Maybe,No,False,True,False,15
32,United States,CA,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Difficult,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,Yes,False,True,False,1500
26,United Kingdom,Unknown,no,No,No,Never,6-25,No,Yes,No,No,No,No,Unknown,Easy,Yes,Maybe,Maybe,No,No,Maybe,Maybe,No,False,True,False,15
38,Canada,Unknown,no,Yes,Yes,Rarely,100-500,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,No,No,Yes,Yes,No,Maybe,No,No,False,True,False,300
34,United Kingdom,Unknown,no,Yes,No,Rarely,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,True,False,False,63
39,United States,TN,no,Yes,Yes,Often,26-100,No,No,Unknown,Unknown,No,No,Unknown,Easy,Yes,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,63
32,Canada,Unknown,yes,No,No,Never,6-25,Yes,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,False,True,False,15
37,Netherlands,Unknown,yes,No,No,Never,1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Yes,Yes,Maybe,Maybe,No,No,Maybe,No,False,True,False,3
31,United Kingdom,Unknown,no,Yes,Yes,Never,6-25,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,No,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
30,United States,MN,no,Yes,Yes,Rarely,6-25,No,Yes,No,Yes,No,No,Unknown,Easy,No,No,No,No,No,No,Maybe,No,False,True,False,15
51,Singapore,Unknown,no,No,No,Never,more than 1000,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,Yes,No,No,No,No,No,No,No,False,True,False,1500
29,United States,NC,no,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Unknown,Easy,Yes,No,Maybe,Maybe,No,Maybe,Maybe,No,False,True,False,63
31,United Kingdom,Unknown,no,No,No,Never,100-500,No,Yes,Yes,No,No,Yes,Unknown,Easy,Maybe,Yes,Maybe,No,No,No,Yes,No,False,True,False,300
31,India,Unknown,no,No,No,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Yes,Yes,No,No,No,No,Maybe,No,False,True,False,63
26,United States,TX,no,Yes,Yes,Sometimes,6-25,Yes,Yes,Unknown,No,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,15
46,United States,CA,no,No,Yes,Often,100-500,Yes,No,Yes,Yes,No,No,Yes,Easy,Maybe,No,Maybe,Maybe,No,Maybe,No,No,True,False,False,300
32,United States,CA,no,Yes,No,Sometimes,more than 1000,No,Yes,Yes,No,Yes,Unknown,Unknown,Easy,Maybe,No,Yes,Yes,No,No,Maybe,No,False,True,False,1500
29,United States,IL,no,Yes,Yes,Sometimes,26-100,No,No,Yes,Yes,Yes,Yes,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,63
34,Poland,Unknown,no,No,No,Never,more than 1000,Yes,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Yes,Maybe,No,False,True,False,1500
26,Colombia,Unknown,no,No,No,Often,6-25,No,Yes,No,No,No,No,No,Difficult,Yes,No,No,No,No,Maybe,Yes,No,False,True,False,15
32,United States,PA,no,No,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,No,Unknown,Unknown,Easy,Maybe,No,Maybe,No,No,No,No,No,True,False,False,1500
29,United States,IL,no,No,No,Sometimes,more than 1000,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,Maybe,Yes,No,No,False,True,False,1500
30,United States,IL,no,No,No,Sometimes,more than 1000,No,No,Yes,No,Yes,Yes,Unknown,Easy,Yes,Maybe,No,No,No,No,Maybe,No,False,True,False,1500
40,United States,MN,no,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Yes,Yes,Easy,No,No,Yes,Yes,No,Maybe,Yes,Yes,True,False,False,63
23,United Kingdom,Unknown,no,No,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Unknown,Difficult,Maybe,No,Yes,Yes,Yes,Yes,No,Yes,False,True,False,3
20,Georgia,Unknown,no,No,No,Rarely,26-100,No,No,No,No,No,No,Unknown,Difficult,Yes,Yes,Maybe,No,No,Maybe,No,No,False,True,False,63
38,United States,NY,no,Yes,No,Sometimes,6-25,No,Yes,Unknown,No,No,No,Unknown,Difficult,No,No,Maybe,Yes,No,No,Maybe,Yes,False,True,False,15
26,United States,MI,no,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,No,No,Unknown,Easy,Maybe,Maybe,No,No,No,Maybe,No,No,True,False,False,300
29,United States,OH,no,No,No,Never,26-100,No,Yes,No,No,No,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,Yes,No,Yes,False,True,False,63
40,China,Unknown,yes,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Unknown,Easy,No,No,Maybe,Maybe,Maybe,Maybe,Maybe,No,False,True,False,3
25,Bulgaria,UT,no,No,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,Yes,Maybe,Maybe,No,No,No,True,False,False,63
32,United States,NY,no,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Easy,Maybe,Maybe,Maybe,No,No,No,No,No,False,False,True,63
38,United States,CA,no,Yes,Yes,Sometimes,more than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Easy,Maybe,No,Maybe,No,No,Maybe,No,Yes,False,True,False,1500
72,United States,IN,no,Yes,Yes,Never,500-1000,Yes,No,Yes,Unknown,Unknown,Yes,Unknown,Easy,Maybe,Maybe,Maybe,Yes,No,No,Maybe,Yes,True,False,False,750
35,United States,IN,no,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Yes,No,True,False,False,3
28,United States,VA,no,No,Yes,Often,6-25,No,Yes,No,Yes,No,No,Unknown,Difficult,Yes,Maybe,Maybe,Maybe,No,No,Maybe,No,True,False,False,15
27,United States,OK,no,No,No,Never,100-500,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,No,No,Yes,No,False,False,True,300
56,United States,OR,yes,No,No,Rarely,1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,Maybe,Maybe,No,No,No,No,Maybe,No,True,False,False,3
38,United States,AL,no,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,63
31,Belgium,Unknown,no,No,No,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Yes,Easy,Maybe,No,Maybe,Maybe,No,No,Maybe,No,True,False,False,63
40,United States,AL,no,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,Yes,Easy,Maybe,No,Maybe,No,No,No,Yes,No,False,True,False,15
44,United States,OH,no,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,Yes,Yes,Easy,Maybe,No,Maybe,Maybe,No,No,Maybe,No,False,True,False,300
34,Canada,Unknown,no,Yes,No,Sometimes,more than 1000,No,Yes,Yes,Unknown,Yes,Yes,Yes,Easy,Maybe,No,No,No,No,Maybe,Maybe,No,False,True,False,1500
37,United Kingdom,Unknown,no,No,No,Never,26-100,Yes,Yes,Unknown,No,No,No,Unknown,Easy,No,No,Maybe,Yes,No,Yes,Maybe,No,False,True,False,63
38,Italy,Unknown,no,No,No,Never,26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Easy,No,No,Maybe,Yes,Yes,Maybe,No,No,False,True,False,63
27,Germany,Unknown,no,No,No,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,No,No,Maybe,Yes,Yes,Yes,Maybe,No,False,True,False,63
34,Ireland,Unknown,no,No,Yes,Sometimes,500-1000,No,No,Yes,Yes,Yes,No,Yes,Easy,Yes,Yes,Maybe,Maybe,No,No,Yes,No,True,False,False,750
35,Ireland,Unknown,no,No,No,Rarely,1-5,No,Yes,Unknown,No,No,No,No,Easy,Maybe,No,Maybe,No,No,Maybe,No,No,True,False,False,3
34,Ireland,Unknown,no,No,Yes,Often,6-25,No,Yes,No,No,No,No,Unknown,Difficult,Yes,Maybe,Maybe,Yes,No,Maybe,No,No,False,True,False,15
32,United States,TX,no,No,Yes,Often,26-100,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Difficult,Yes,Maybe,Maybe,No,No,No,Maybe,No,False,True,False,63
25,Ireland,Unknown,no,No,No,Sometimes,100-500,No,Yes,Unknown,Unknown,No,Unknown,Unknown,Easy,Maybe,No,Maybe,Yes,No,No,Maybe,No,False,True,False,300
28,Australia,Unknown,no,No,Yes,Often,100-500,Yes,Yes,No,Yes,No,No,Unknown,Easy,Yes,No,No,No,No,Maybe,No,No,False,True,False,300
28,United States,TX,no,No,Yes,Rarely,6-25,No,Yes,Yes,No,No,No,Unknown,Easy,Yes,Yes,Maybe,No,No,No,No,Yes,True,False,False,15
31,Brazil,Unknown,yes,No,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,No,Easy,No,No,Yes,Yes,No,Maybe,Maybe,No,False,True,False,3
24,United Kingdom,Unknown,no,No,No,Sometimes,100-500,No,Yes,Unknown,Unknown,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,300
34,Ireland,Unknown,no,Yes,Yes,Never,1-5,Yes,Yes,No,No,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,No,No,Maybe,No,False,True,False,3
32,Ireland,Unknown,no,No,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Unknown,Easy,No,No,Maybe,Yes,No,Maybe,Maybe,No,False,True,False,15
34,United Kingdom,Unknown,no,Yes,No,Often,26-100,Yes,No,Unknown,Unknown,No,No,Unknown,Easy,Maybe,No,Maybe,Yes,Maybe,Yes,Yes,No,False,True,False,63
23,United States,TX,no,No,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,No,Easy,Maybe,Maybe,Maybe,Yes,No,No,No,No,False,True,False,3
33,Czech Republic,Unknown,no,Yes,No,Often,100-500,No,Yes,No,Yes,No,No,Unknown,Easy,No,No,Maybe,Yes,Maybe,Maybe,Maybe,Yes,False,True,False,300
29,Singapore,Unknown,no,Yes,Yes,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,Difficult,Maybe,No,No,No,No,Maybe,No,No,False,True,False,63
24,Ireland,Unknown,no,Yes,No,Sometimes,1-5,No,Yes,No,No,No,No,Unknown,Easy,Maybe,Maybe,No,No,No,No,Maybe,No,False,True,False,3
45,Ireland,Unknown,no,No,No,Never,more than 1000,Yes,Yes,Unknown,Unknown,No,No,Unknown,Easy,Yes,No,Yes,Maybe,No,No,No,Yes,False,True,False,1500
34,United Kingdom,Unknown,no,No,Yes,Sometimes,more than 1000,No,No,No,Yes,No,Yes,Yes,Difficult,Maybe,Maybe,Maybe,Yes,No,Maybe,No,Yes,True,False,False,1500
31,Philippines,Unknown,no,No,No,Sometimes,more than 1000,No,Yes,Unknown,No,No,No,Unknown,Difficult,Yes,Yes,Maybe,No,No,Maybe,No,Yes,False,True,False,1500
33,United States,FL,no,No,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Easy,Maybe,No,Maybe,No,No,Maybe,Maybe,No,False,True,False,63
28,Netherlands,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,Unknown,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
27,United Kingdom,Unknown,no,No,No,Rarely,more than 1000,Yes,No,Unknown,Unknown,No,Yes,Unknown,Easy,No,No,Maybe,Yes,No,No,Maybe,No,False,True,False,1500
42,Ireland,Unknown,no,No,No,Never,26-100,No,Yes,No,Yes,No,No,No,Difficult,Yes,Yes,Maybe,Maybe,No,No,No,No,False,True,False,63
28,Netherlands,Unknown,no,No,No,Sometimes,6-25,No,Yes,No,Unknown,No,No,Unknown,Easy,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,No,False,True,False,15
38,United States,TX,no,No,Yes,Sometimes,more than 1000,Yes,Yes,Yes,No,Yes,Yes,Yes,Easy,No,No,Yes,Yes,No,No,Maybe,No,False,True,False,1500
46,United States,CA,no,Yes,Yes,Often,26-100,No,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,No,No,No,No,No,False,True,False,63
46,United States,MD,no,Yes,Yes,Sometimes,100-500,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Easy,No,No,Maybe,Yes,Yes,Yes,Maybe,No,False,True,False,300
41,Netherlands,Unknown,yes,No,Yes,Rarely,1-5,Yes,Yes,Unknown,Yes,Unknown,Yes,No,Easy,No,No,Yes,Yes,Yes,Yes,Yes,No,True,False,False,3
23,United Kingdom,Unknown,no,No,No,Never,26-100,No,Yes,Unknown,No,No,No,Unknown,Easy,Maybe,No,Maybe,Maybe,No,Maybe,Yes,Yes,False,True,False,63
24,Ireland,Unknown,no,Yes,Yes,Sometimes,more than 1000,No,Yes,Yes,Yes,No,Yes,Unknown,Easy,Maybe,No,Maybe,No,No,Maybe,Yes,Yes,False,True,False,1500
23,Ireland,Unknown,no,No,Yes,Rarely,26-100,No,Yes,No,Yes,Yes,No,Unknown,Easy,No,No,Yes,Maybe,No,Maybe,Maybe,No,True,False,False,63
39,Netherlands,Unknown,no,No,No,Sometimes,more than 1000,No,No,Yes,Unknown,Yes,Unknown,Unknown,Easy,Maybe,Maybe,No,Maybe,No,No,Yes,No,False,True,False,1500
32,Ireland,Unknown,no,Yes,No,Never,more than 1000,No,Yes,Yes,Yes,Unknown,Yes,Yes,Easy,Maybe,No,Maybe,Maybe,No,No,Maybe,No,True,False,False,1500
